Fecha,Hora_Real,Mesa,Estado,Permanencia_Segundos
2026-06-10,22:45:27,Mesa 11,SIGUE OCUPADA,30.0
2026-06-10,22:45:27,Mesa 10,SIGUE OCUPADA,30.0
2026-06-10,22:45:31,Mesa 12,SIGUE OCUPADA,30.3
2026-06-10,22:45:33,Mesa 13,SIGUE OCUPADA,30.0
2026-06-10,22:45:40,Mesa 7,OCUPADA,0.0
2026-06-10,22:45:44,Mesa 2,SIGUE OCUPADA,45.0
2026-06-10,22:45:44,Mesa 3,SIGUE OCUPADA,45.0
2026-06-10,22:45:44,Mesa 11,SIGUE OCUPADA,45.0
2026-06-10,22:45:45,Mesa 10,SIGUE OCUPADA,45.0
2026-06-10,22:45:49,Mesa 12,SIGUE OCUPADA,45.3
2026-06-10,22:45:51,Mesa 13,SIGUE OCUPADA,45.2
2026-06-10,22:45:53,Mesa 7,SIGUE OCUPADA,15.0
2026-06-10,22:45:55,Mesa 4,OCUPADA,0.0
2026-06-10,22:46:02,Mesa 2,SIGUE OCUPADA,60.0
2026-06-10,22:46:02,Mesa 3,SIGUE OCUPADA,60.0
2026-06-10,22:46:02,Mesa 11,SIGUE OCUPADA,60.0
2026-06-10,22:46:03,Mesa 10,SIGUE OCUPADA,60.0
2026-06-10,22:51:50,Mesa 2,OCUPADA,0.0
2026-06-10,22:51:50,Mesa 3,OCUPADA,0.0
2026-06-10,22:51:50,Mesa 10,OCUPADA,0.0
2026-06-10,22:51:50,Mesa 11,OCUPADA,0.0
2026-06-10,22:51:57,Mesa 13,OCUPADA,0.0
2026-06-10,22:52:00,Mesa 12,OCUPADA,0.0
2026-06-10,22:52:08,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:52:08,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:52:08,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:52:08,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:52:14,Mesa 14,OCUPADA,0.0
2026-06-10,22:52:16,Mesa 13,SIGUE OCUPADA,15.6
2026-06-10,22:52:18,Mesa 12,SIGUE OCUPADA,15.0
2026-06-10,22:52:23,Mesa 4,OCUPADA,0.0
2026-06-10,22:52:47,Mesa 11,OCUPADA,0.0
2026-06-10,22:52:48,Mesa 2,OCUPADA,0.0
2026-06-10,22:52:49,Mesa 3,OCUPADA,0.0
2026-06-10,22:52:49,Mesa 10,OCUPADA,0.0
2026-06-10,22:52:51,Mesa 12,OCUPADA,0.0
2026-06-10,22:52:52,Mesa 14,OCUPADA,0.0
2026-06-10,22:52:52,Mesa 13,OCUPADA,0.0
2026-06-10,22:53:00,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:53:00,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:53:01,Mesa 4,OCUPADA,0.0
2026-06-10,22:53:01,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:53:02,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:53:03,Mesa 12,SIGUE OCUPADA,15.0
2026-06-10,22:53:05,Mesa 14,SIGUE OCUPADA,15.0
2026-06-10,22:53:06,Mesa 13,SIGUE OCUPADA,15.7
2026-06-10,22:53:14,Mesa 4,SIGUE OCUPADA,15.0
2026-06-10,22:53:18,Mesa 11,SIGUE OCUPADA,30.0
2026-06-10,22:53:18,Mesa 2,SIGUE OCUPADA,30.0
2026-06-10,22:53:19,Mesa 3,SIGUE OCUPADA,30.0
2026-06-10,22:53:19,Mesa 10,SIGUE OCUPADA,30.0
2026-06-10,22:53:21,Mesa 12,SIGUE OCUPADA,30.0
2026-06-10,22:53:22,Mesa 14,SIGUE OCUPADA,30.0
2026-06-10,22:53:23,Mesa 13,SIGUE OCUPADA,30.8
2026-06-10,22:53:32,Mesa 4,SIGUE OCUPADA,30.3
2026-06-10,22:53:34,Mesa 7,OCUPADA,0.0
2026-06-10,22:53:35,Mesa 11,SIGUE OCUPADA,45.0
2026-06-10,22:53:36,Mesa 2,SIGUE OCUPADA,45.4
2026-06-10,22:53:36,Mesa 3,SIGUE OCUPADA,45.0
2026-06-10,22:53:37,Mesa 10,SIGUE OCUPADA,45.0
2026-06-10,22:53:38,Mesa 12,SIGUE OCUPADA,45.0
2026-06-10,22:53:39,Mesa 14,SIGUE OCUPADA,45.0
2026-06-10,22:53:41,Mesa 13,SIGUE OCUPADA,46.6
2026-06-10,22:53:46,Mesa 7,SIGUE OCUPADA,15.0
2026-06-10,22:53:49,Mesa 4,SIGUE OCUPADA,45.4
2026-06-10,22:53:52,Mesa 11,SIGUE OCUPADA,60.0
2026-06-10,22:53:53,Mesa 3,SIGUE OCUPADA,60.0
2026-06-10,22:53:53,Mesa 2,SIGUE OCUPADA,61.1
2026-06-10,22:53:54,Mesa 10,SIGUE OCUPADA,60.0
2026-06-10,22:53:55,Mesa 12,SIGUE OCUPADA,60.0
2026-06-10,22:53:56,Mesa 14,SIGUE OCUPADA,60.0
2026-06-10,22:53:58,Mesa 13,SIGUE OCUPADA,61.6
2026-06-10,22:54:04,Mesa 7,SIGUE OCUPADA,30.3
2026-06-10,22:54:06,Mesa 4,SIGUE OCUPADA,60.4
2026-06-10,22:54:09,Mesa 11,SIGUE OCUPADA,75.1
2026-06-10,22:54:11,Mesa 3,SIGUE OCUPADA,75.0
2026-06-10,22:54:11,Mesa 10,SIGUE OCUPADA,75.0
2026-06-11,23:59:31,Mesa 11,OCUPADA,0.0
2026-06-11,23:59:32,Mesa 2,OCUPADA,0.0
2026-06-11,23:59:33,Mesa 3,OCUPADA,0.0
2026-06-11,23:59:33,Mesa 10,OCUPADA,0.0
2026-06-11,23:59:35,Mesa 12,OCUPADA,0.0
2026-06-11,23:59:36,Mesa 14,OCUPADA,0.0
2026-06-11,23:59:36,Mesa 13,OCUPADA,0.0
2026-06-11,23:59:44,Mesa 11,SIGUE OCUPADA,15.0
2026-06-11,23:59:44,Mesa 2,SIGUE OCUPADA,15.0
2026-06-11,23:59:45,Mesa 4,OCUPADA,0.0
2026-06-11,23:59:45,Mesa 3,SIGUE OCUPADA,15.0
2026-06-11,23:59:46,Mesa 10,SIGUE OCUPADA,15.0
2026-06-11,23:59:47,Mesa 12,SIGUE OCUPADA,15.0
2026-06-11,23:59:48,Mesa 14,SIGUE OCUPADA,15.0
2026-06-11,23:59:49,Mesa 13,SIGUE OCUPADA,15.7
2026-06-11,23:59:57,Mesa 4,SIGUE OCUPADA,15.0
2026-06-12,00:00:01,Mesa 11,SIGUE OCUPADA,30.0
2026-06-12,00:00:01,Mesa 2,SIGUE OCUPADA,30.0
2026-06-12,00:00:02,Mesa 3,SIGUE OCUPADA,30.0
2026-06-12,00:00:03,Mesa 10,SIGUE OCUPADA,30.0
2026-06-12,00:00:04,Mesa 12,SIGUE OCUPADA,30.0
2026-06-12,00:00:05,Mesa 14,SIGUE OCUPADA,30.0
2026-06-12,00:00:06,Mesa 13,SIGUE OCUPADA,30.8
2026-06-12,00:00:15,Mesa 4,SIGUE OCUPADA,30.3
2026-06-12,00:00:17,Mesa 7,OCUPADA,0.0
2026-06-12,00:00:18,Mesa 11,SIGUE OCUPADA,45.0
2026-06-12,00:00:19,Mesa 2,SIGUE OCUPADA,45.4
2026-06-12,00:00:19,Mesa 3,SIGUE OCUPADA,45.0
2026-06-12,00:00:20,Mesa 10,SIGUE OCUPADA,45.0
2026-06-12,00:00:21,Mesa 12,SIGUE OCUPADA,45.0
2026-06-12,00:00:23,Mesa 14,SIGUE OCUPADA,45.0
2026-06-12,00:00:24,Mesa 13,SIGUE OCUPADA,46.6
2026-06-12,00:00:29,Mesa 7,SIGUE OCUPADA,15.0
2026-06-12,00:00:32,Mesa 4,SIGUE OCUPADA,45.4
2026-06-12,00:00:35,Mesa 11,SIGUE OCUPADA,60.0
2026-06-12,00:00:37,Mesa 3,SIGUE OCUPADA,60.0
2026-06-12,00:00:37,Mesa 2,SIGUE OCUPADA,61.1
2026-06-12,00:00:37,Mesa 10,SIGUE OCUPADA,60.0
2026-06-12,00:00:39,Mesa 12,SIGUE OCUPADA,60.0
2026-06-12,00:00:40,Mesa 14,SIGUE OCUPADA,60.0
2026-06-12,00:00:42,Mesa 13,SIGUE OCUPADA,61.6
2026-06-12,00:00:47,Mesa 7,SIGUE OCUPADA,30.3
2026-06-12,00:00:50,Mesa 4,SIGUE OCUPADA,60.4
2026-06-12,00:00:53,Mesa 11,SIGUE OCUPADA,75.1
2026-06-12,00:00:54,Mesa 3,SIGUE OCUPADA,75.0
2026-06-12,00:00:55,Mesa 10,SIGUE OCUPADA,75.0
2026-06-12,00:56:54,Mesa 11,OCUPADA,0.0
2026-06-12,00:56:54,Mesa 2,OCUPADA,0.0
2026-06-12,00:56:55,Mesa 3,OCUPADA,0.0
2026-06-12,00:56:56,Mesa 10,OCUPADA,0.0
2026-06-12,00:56:57,Mesa 12,OCUPADA,0.0
2026-06-12,00:56:58,Mesa 14,OCUPADA,0.0
2026-06-12,00:56:58,Mesa 13,OCUPADA,0.0
2026-06-12,00:57:07,Mesa 11,SIGUE OCUPADA,15.0
2026-06-12,00:57:07,Mesa 2,SIGUE OCUPADA,15.0
2026-06-12,00:57:08,Mesa 4,OCUPADA,0.0
2026-06-12,00:57:08,Mesa 3,SIGUE OCUPADA,15.0
2026-06-12,00:57:08,Mesa 10,SIGUE OCUPADA,15.0
2026-06-12,00:57:10,Mesa 12,SIGUE OCUPADA,15.0
2026-06-12,00:57:11,Mesa 14,SIGUE OCUPADA,15.0
2026-06-12,00:57:12,Mesa 13,SIGUE OCUPADA,15.7
2026-06-12,00:57:21,Mesa 4,SIGUE OCUPADA,15.0
2026-06-12,00:57:24,Mesa 11,SIGUE OCUPADA,30.0
2026-06-12,00:57:24,Mesa 2,SIGUE OCUPADA,30.0
2026-06-12,00:57:25,Mesa 3,SIGUE OCUPADA,30.0
2026-06-12,00:57:26,Mesa 10,SIGUE OCUPADA,30.0
2026-06-12,00:57:27,Mesa 12,SIGUE OCUPADA,30.0
2026-06-12,00:57:29,Mesa 14,SIGUE OCUPADA,30.0
2026-06-12,00:57:30,Mesa 13,SIGUE OCUPADA,30.8
2026-06-12,00:57:38,Mesa 4,SIGUE OCUPADA,30.3
2026-06-12,00:57:40,Mesa 7,OCUPADA,0.0
2026-06-12,00:57:41,Mesa 11,SIGUE OCUPADA,45.0
2026-06-12,00:57:42,Mesa 2,SIGUE OCUPADA,45.4
2026-06-12,00:57:43,Mesa 3,SIGUE OCUPADA,45.0
2026-06-12,00:57:43,Mesa 10,SIGUE OCUPADA,45.0
2026-06-12,00:57:45,Mesa 12,SIGUE OCUPADA,45.0
2026-06-12,00:57:46,Mesa 14,SIGUE OCUPADA,45.0
2026-06-12,00:57:48,Mesa 13,SIGUE OCUPADA,46.6
2026-06-12,00:57:53,Mesa 7,SIGUE OCUPADA,15.0
2026-06-12,00:57:56,Mesa 4,SIGUE OCUPADA,45.4
2026-06-12,00:57:59,Mesa 11,SIGUE OCUPADA,60.0
2026-06-12,00:58:00,Mesa 3,SIGUE OCUPADA,60.0
2026-06-12,00:58:01,Mesa 2,SIGUE OCUPADA,61.1
2026-06-12,00:58:01,Mesa 10,SIGUE OCUPADA,60.0
2026-06-12,00:58:02,Mesa 12,SIGUE OCUPADA,60.0
2026-06-12,00:58:04,Mesa 14,SIGUE OCUPADA,60.0
2026-06-12,00:58:06,Mesa 13,SIGUE OCUPADA,61.6
2026-06-12,00:58:11,Mesa 7,SIGUE OCUPADA,30.3
2026-06-12,00:58:13,Mesa 4,SIGUE OCUPADA,60.4
2026-06-12,00:58:17,Mesa 11,SIGUE OCUPADA,75.1
2026-06-12,00:58:18,Mesa 3,SIGUE OCUPADA,75.0
2026-06-12,00:58:18,Mesa 10,SIGUE OCUPADA,75.0
2026-06-12,01:03:28,Mesa 11,OCUPADA,0.0
2026-06-12,01:03:29,Mesa 2,OCUPADA,0.0
2026-06-12,01:03:30,Mesa 3,OCUPADA,0.0
2026-06-12,01:03:30,Mesa 10,OCUPADA,0.0
2026-06-12,01:03:32,Mesa 12,OCUPADA,0.0
2026-06-12,01:03:33,Mesa 14,OCUPADA,0.0
2026-06-12,01:03:33,Mesa 13,OCUPADA,0.0
2026-06-12,01:03:41,Mesa 11,SIGUE OCUPADA,15.0
2026-06-12,01:03:41,Mesa 2,SIGUE OCUPADA,15.0
2026-06-12,01:03:42,Mesa 4,OCUPADA,0.0
2026-06-12,01:03:42,Mesa 3,SIGUE OCUPADA,15.0
2026-06-12,01:03:43,Mesa 10,SIGUE OCUPADA,15.0
2026-06-12,01:03:44,Mesa 12,SIGUE OCUPADA,15.0
2026-06-12,01:03:45,Mesa 14,SIGUE OCUPADA,15.0
2026-06-12,01:03:46,Mesa 13,SIGUE OCUPADA,15.7
2026-06-12,01:03:55,Mesa 4,SIGUE OCUPADA,15.0
2026-06-12,01:03:58,Mesa 11,SIGUE OCUPADA,30.0
2026-06-12,01:03:59,Mesa 2,SIGUE OCUPADA,30.0
2026-06-12,01:04:00,Mesa 3,SIGUE OCUPADA,30.0
2026-06-12,01:04:00,Mesa 10,SIGUE OCUPADA,30.0
2026-06-12,01:04:02,Mesa 12,SIGUE OCUPADA,30.0
2026-06-12,01:04:03,Mesa 14,SIGUE OCUPADA,30.0
2026-06-12,01:04:04,Mesa 13,SIGUE OCUPADA,30.8
2026-06-12,01:04:12,Mesa 4,SIGUE OCUPADA,30.3
2026-06-12,01:04:14,Mesa 7,OCUPADA,0.0
2026-06-12,01:04:16,Mesa 11,SIGUE OCUPADA,45.0
2026-06-12,01:04:16,Mesa 2,SIGUE OCUPADA,45.4
2026-06-12,01:04:17,Mesa 3,SIGUE OCUPADA,45.0
2026-06-12,01:04:17,Mesa 10,SIGUE OCUPADA,45.0
2026-06-12,01:04:19,Mesa 12,SIGUE OCUPADA,45.0
2026-06-12,01:04:20,Mesa 14,SIGUE OCUPADA,45.0
2026-06-12,01:04:22,Mesa 13,SIGUE OCUPADA,46.6
2026-06-12,01:04:27,Mesa 7,SIGUE OCUPADA,15.0
2026-06-12,01:04:30,Mesa 4,SIGUE OCUPADA,45.4
2026-06-12,01:04:33,Mesa 11,SIGUE OCUPADA,60.0
2026-06-12,01:04:34,Mesa 3,SIGUE OCUPADA,60.0
2026-06-12,01:04:34,Mesa 2,SIGUE OCUPADA,61.1
2026-06-12,01:04:34,Mesa 10,SIGUE OCUPADA,60.0
2026-06-12,01:04:36,Mesa 12,SIGUE OCUPADA,60.0
2026-06-12,01:04:37,Mesa 14,SIGUE OCUPADA,60.0
2026-06-12,01:04:39,Mesa 13,SIGUE OCUPADA,61.6
2026-06-12,01:04:44,Mesa 7,SIGUE OCUPADA,30.3
2026-06-12,01:04:47,Mesa 4,SIGUE OCUPADA,60.4
2026-06-12,01:04:50,Mesa 11,SIGUE OCUPADA,75.1
2026-06-12,01:04:51,Mesa 3,SIGUE OCUPADA,75.0
2026-06-12,01:04:52,Mesa 10,SIGUE OCUPADA,75.0
2026-06-12,01:04:52,Mesa 2,LIBERADA (fin video),76.3
2026-06-12,01:04:52,Mesa 3,LIBERADA (fin video),75.4
2026-06-12,01:04:52,Mesa 4,LIBERADA (fin video),64.6
2026-06-12,01:04:52,Mesa 7,LIBERADA (fin video),36.7
2026-06-12,01:04:52,Mesa 10,LIBERADA (fin video),75.0
2026-06-12,01:04:52,Mesa 11,LIBERADA (fin video),76.6
2026-06-12,01:04:52,Mesa 12,LIBERADA (fin video),73.7
2026-06-12,01:04:52,Mesa 13,LIBERADA (fin video),72.6
2026-06-12,01:04:52,Mesa 14,LIBERADA (fin video),72.7
2026-06-12,01:19:58,Mesa 11,OCUPADA,0.0
2026-06-12,01:19:58,Mesa 2,OCUPADA,0.0
2026-06-12,01:19:59,Mesa 3,OCUPADA,0.0
2026-06-12,01:20:00,Mesa 10,OCUPADA,0.0
2026-06-12,01:20:01,Mesa 12,OCUPADA,0.0
2026-06-12,01:20:02,Mesa 14,OCUPADA,0.0
2026-06-12,01:20:02,Mesa 13,OCUPADA,0.0
2026-06-12,01:20:10,Mesa 11,SIGUE OCUPADA,15.0
2026-06-12,01:20:11,Mesa 2,SIGUE OCUPADA,15.0
2026-06-12,01:20:11,Mesa 4,OCUPADA,0.0
2026-06-12,01:20:12,Mesa 3,SIGUE OCUPADA,15.0
2026-06-12,01:20:12,Mesa 10,SIGUE OCUPADA,15.0
2026-06-12,01:20:14,Mesa 12,SIGUE OCUPADA,15.0
2026-06-12,01:20:15,Mesa 14,SIGUE OCUPADA,15.0
2026-06-12,01:20:16,Mesa 13,SIGUE OCUPADA,15.7
2026-06-12,01:20:24,Mesa 4,SIGUE OCUPADA,15.0
2026-06-12,01:20:27,Mesa 11,SIGUE OCUPADA,30.0
2026-06-12,01:20:28,Mesa 2,SIGUE OCUPADA,30.0
2026-06-12,01:20:29,Mesa 3,SIGUE OCUPADA,30.0
2026-06-12,01:20:29,Mesa 10,SIGUE OCUPADA,30.0
2026-06-12,01:20:31,Mesa 12,SIGUE OCUPADA,30.0
2026-06-12,01:20:32,Mesa 14,SIGUE OCUPADA,30.0
2026-06-12,01:20:33,Mesa 13,SIGUE OCUPADA,30.8
2026-06-12,01:20:42,Mesa 4,SIGUE OCUPADA,30.3
2026-06-12,01:20:44,Mesa 7,OCUPADA,0.0
2026-06-12,01:20:45,Mesa 11,SIGUE OCUPADA,45.0
2026-06-12,01:20:46,Mesa 2,SIGUE OCUPADA,45.4
2026-06-12,01:20:46,Mesa 3,SIGUE OCUPADA,45.0
2026-06-12,01:20:47,Mesa 10,SIGUE OCUPADA,45.0
2026-06-12,01:20:48,Mesa 12,SIGUE OCUPADA,45.0
2026-06-12,01:20:49,Mesa 14,SIGUE OCUPADA,45.0
2026-06-12,01:20:51,Mesa 13,SIGUE OCUPADA,46.6
2026-06-12,01:20:56,Mesa 7,SIGUE OCUPADA,15.0
2026-06-12,01:20:59,Mesa 4,SIGUE OCUPADA,45.4
2026-06-12,01:21:02,Mesa 11,SIGUE OCUPADA,60.0
2026-06-12,01:21:03,Mesa 3,SIGUE OCUPADA,60.0
2026-06-12,01:21:04,Mesa 2,SIGUE OCUPADA,61.1
2026-06-12,01:21:04,Mesa 10,SIGUE OCUPADA,60.0
2026-06-12,01:21:05,Mesa 12,SIGUE OCUPADA,60.0
2026-06-12,01:21:07,Mesa 14,SIGUE OCUPADA,60.0
2026-06-12,01:21:08,Mesa 13,SIGUE OCUPADA,61.6
2026-06-12,01:21:14,Mesa 7,SIGUE OCUPADA,30.3
2026-06-12,01:21:16,Mesa 4,SIGUE OCUPADA,60.4
2026-06-12,01:21:19,Mesa 11,SIGUE OCUPADA,75.1
2026-06-12,01:21:21,Mesa 3,SIGUE OCUPADA,75.0
2026-06-12,01:21:21,Mesa 10,SIGUE OCUPADA,75.0
2026-06-12,01:21:21,Mesa 2,LIBERADA (fin video),76.3
2026-06-12,01:21:21,Mesa 3,LIBERADA (fin video),75.4
2026-06-12,01:21:21,Mesa 4,LIBERADA (fin video),64.6
2026-06-12,01:21:21,Mesa 7,LIBERADA (fin video),36.7
2026-06-12,01:21:21,Mesa 10,LIBERADA (fin video),75.0
2026-06-12,01:21:21,Mesa 11,LIBERADA (fin video),76.6
2026-06-12,01:21:21,Mesa 12,LIBERADA (fin video),73.7
2026-06-12,01:21:21,Mesa 13,LIBERADA (fin video),72.6
2026-06-12,01:21:21,Mesa 14,LIBERADA (fin video),72.7
2026-06-12,19:25:13,Mesa 11,OCUPADA,0.0
2026-06-12,19:25:13,Mesa 2,OCUPADA,0.0
2026-06-12,19:25:14,Mesa 3,OCUPADA,0.0
2026-06-12,19:25:15,Mesa 10,OCUPADA,0.0
2026-06-12,19:25:16,Mesa 12,OCUPADA,0.0
2026-06-12,19:25:17,Mesa 14,OCUPADA,0.0
2026-06-12,19:25:17,Mesa 13,OCUPADA,0.0
2026-06-12,19:25:25,Mesa 11,SIGUE OCUPADA,15.0
2026-06-12,19:25:25,Mesa 2,SIGUE OCUPADA,15.0
2026-06-12,19:25:26,Mesa 4,OCUPADA,0.0
2026-06-12,19:25:26,Mesa 3,SIGUE OCUPADA,15.0
2026-06-12,19:25:26,Mesa 10,SIGUE OCUPADA,15.0
2026-06-12,19:25:28,Mesa 12,SIGUE OCUPADA,15.0
2026-06-12,19:25:29,Mesa 14,SIGUE OCUPADA,15.0
2026-06-12,19:25:30,Mesa 13,SIGUE OCUPADA,15.7
2026-06-12,19:25:38,Mesa 4,SIGUE OCUPADA,15.0
2026-06-12,19:25:42,Mesa 11,SIGUE OCUPADA,30.0
2026-06-12,19:25:42,Mesa 2,SIGUE OCUPADA,30.0
2026-06-12,19:25:43,Mesa 3,SIGUE OCUPADA,30.0
2026-06-12,19:25:44,Mesa 10,SIGUE OCUPADA,30.0
2026-06-12,19:25:45,Mesa 12,SIGUE OCUPADA,30.0
2026-06-12,19:25:46,Mesa 14,SIGUE OCUPADA,30.0
2026-06-12,19:25:47,Mesa 13,SIGUE OCUPADA,30.8
2026-06-12,19:25:55,Mesa 4,SIGUE OCUPADA,30.3
2026-06-12,19:25:57,Mesa 7,OCUPADA,0.0
2026-06-12,19:25:58,Mesa 11,SIGUE OCUPADA,45.0
2026-06-12,19:25:58,Mesa 2,SIGUE OCUPADA,45.4
2026-06-12,19:25:59,Mesa 3,SIGUE OCUPADA,45.0
2026-06-12,19:25:59,Mesa 10,SIGUE OCUPADA,45.0
2026-06-12,19:26:01,Mesa 12,SIGUE OCUPADA,45.0
2026-06-12,19:26:02,Mesa 14,SIGUE OCUPADA,45.0
2026-06-12,19:26:03,Mesa 13,SIGUE OCUPADA,46.6
2026-06-12,19:26:08,Mesa 7,SIGUE OCUPADA,15.0
2026-06-12,19:26:10,Mesa 4,SIGUE OCUPADA,45.4
2026-06-12,19:26:13,Mesa 11,SIGUE OCUPADA,60.0
2026-06-12,19:26:14,Mesa 3,SIGUE OCUPADA,60.0
2026-06-12,19:26:15,Mesa 2,SIGUE OCUPADA,61.1
2026-06-12,19:26:15,Mesa 10,SIGUE OCUPADA,60.0
2026-06-12,19:26:16,Mesa 12,SIGUE OCUPADA,60.0
2026-06-12,19:26:18,Mesa 14,SIGUE OCUPADA,60.0
2026-06-12,19:26:20,Mesa 13,SIGUE OCUPADA,61.6
2026-06-12,19:26:25,Mesa 7,SIGUE OCUPADA,30.3
2026-06-12,19:26:28,Mesa 4,SIGUE OCUPADA,60.4
2026-06-12,19:26:30,Mesa 11,SIGUE OCUPADA,75.1
2026-06-12,19:26:32,Mesa 3,SIGUE OCUPADA,75.0
2026-06-12,19:26:32,Mesa 10,SIGUE OCUPADA,75.0
2026-06-12,19:26:32,Mesa 2,LIBERADA (fin video),76.3
2026-06-12,19:26:32,Mesa 3,LIBERADA (fin video),75.4
2026-06-12,19:26:32,Mesa 4,LIBERADA (fin video),64.6
2026-06-12,19:26:32,Mesa 7,LIBERADA (fin video),36.7
2026-06-12,19:26:32,Mesa 10,LIBERADA (fin video),75.0
2026-06-12,19:26:32,Mesa 11,LIBERADA (fin video),76.6
2026-06-12,19:26:32,Mesa 12,LIBERADA (fin video),73.7
2026-06-12,19:26:32,Mesa 13,LIBERADA (fin video),72.6
2026-06-12,19:26:32,Mesa 14,LIBERADA (fin video),72.7
2026-06-12,22:41:03,Mesa 11,OCUPADA,0.0
2026-06-12,22:41:03,Mesa 2,OCUPADA,0.0
2026-06-12,22:41:04,Mesa 3,OCUPADA,0.0
2026-06-12,22:41:04,Mesa 10,OCUPADA,0.0
2026-06-12,22:41:06,Mesa 12,OCUPADA,0.0
2026-06-12,22:41:07,Mesa 14,OCUPADA,0.0
2026-06-12,22:41:07,Mesa 13,OCUPADA,0.0
2026-06-12,22:41:15,Mesa 11,SIGUE OCUPADA,15.0
2026-06-12,22:41:16,Mesa 2,SIGUE OCUPADA,15.0
2026-06-12,22:41:17,Mesa 4,OCUPADA,0.0
2026-06-12,22:41:17,Mesa 3,SIGUE OCUPADA,15.0
2026-06-12,22:41:17,Mesa 10,SIGUE OCUPADA,15.0
2026-06-12,22:41:19,Mesa 12,SIGUE OCUPADA,15.0
2026-06-12,22:41:20,Mesa 14,SIGUE OCUPADA,15.0
2026-06-12,22:41:21,Mesa 13,SIGUE OCUPADA,15.7
2026-06-12,22:41:29,Mesa 4,SIGUE OCUPADA,15.0
2026-06-12,22:41:33,Mesa 11,SIGUE OCUPADA,30.0
2026-06-12,22:41:33,Mesa 2,SIGUE OCUPADA,30.0
2026-06-12,22:41:34,Mesa 3,SIGUE OCUPADA,30.0
2026-06-12,22:41:35,Mesa 10,SIGUE OCUPADA,30.0
2026-06-12,22:41:36,Mesa 12,SIGUE OCUPADA,30.0
2026-06-12,22:41:37,Mesa 14,SIGUE OCUPADA,30.0
2026-06-12,22:41:38,Mesa 13,SIGUE OCUPADA,30.8
2026-06-12,22:41:47,Mesa 4,SIGUE OCUPADA,30.3
2026-06-12,22:41:49,Mesa 7,OCUPADA,0.0
2026-06-12,22:41:50,Mesa 11,SIGUE OCUPADA,45.0
2026-06-12,22:41:51,Mesa 2,SIGUE OCUPADA,45.4
2026-06-12,22:41:52,Mesa 3,SIGUE OCUPADA,45.0
2026-06-12,22:41:52,Mesa 10,SIGUE OCUPADA,45.0
2026-06-12,22:41:54,Mesa 12,SIGUE OCUPADA,45.0
2026-06-12,22:41:55,Mesa 14,SIGUE OCUPADA,45.0
2026-06-12,22:41:57,Mesa 13,SIGUE OCUPADA,46.6
2026-06-12,22:42:02,Mesa 7,SIGUE OCUPADA,15.0
2026-06-12,22:42:05,Mesa 4,SIGUE OCUPADA,45.4
2026-06-12,22:42:08,Mesa 11,SIGUE OCUPADA,60.0
2026-06-12,22:42:09,Mesa 3,SIGUE OCUPADA,60.0
2026-06-12,22:42:09,Mesa 2,SIGUE OCUPADA,61.1
2026-06-12,22:42:10,Mesa 10,SIGUE OCUPADA,60.0
2026-06-12,22:42:11,Mesa 12,SIGUE OCUPADA,60.0
2026-06-12,22:42:12,Mesa 14,SIGUE OCUPADA,60.0
2026-06-12,22:42:14,Mesa 13,SIGUE OCUPADA,61.6
2026-06-12,22:42:19,Mesa 7,SIGUE OCUPADA,30.3
2026-06-12,22:42:21,Mesa 4,SIGUE OCUPADA,60.4
2026-06-12,22:42:24,Mesa 11,SIGUE OCUPADA,75.1
2026-06-12,22:42:25,Mesa 3,SIGUE OCUPADA,75.0
2026-06-12,22:42:26,Mesa 10,SIGUE OCUPADA,75.0
2026-06-12,22:42:26,Mesa 2,LIBERADA (fin video),76.3
2026-06-12,22:42:26,Mesa 3,LIBERADA (fin video),75.4
2026-06-12,22:42:26,Mesa 4,LIBERADA (fin video),64.6
2026-06-12,22:42:26,Mesa 7,LIBERADA (fin video),36.7
2026-06-12,22:42:26,Mesa 10,LIBERADA (fin video),75.0
2026-06-12,22:42:26,Mesa 11,LIBERADA (fin video),76.6
2026-06-12,22:42:26,Mesa 12,LIBERADA (fin video),73.7
2026-06-12,22:42:26,Mesa 13,LIBERADA (fin video),72.6
2026-06-12,22:42:26,Mesa 14,LIBERADA (fin video),72.7
2026-06-12,23:18:47,Mesa 11,OCUPADA,0.0
2026-06-12,23:18:47,Mesa 2,OCUPADA,0.0
2026-06-12,23:18:48,Mesa 3,OCUPADA,0.0
2026-06-12,23:18:48,Mesa 10,OCUPADA,0.0
2026-06-12,23:18:50,Mesa 12,OCUPADA,0.0
2026-06-12,23:18:51,Mesa 14,OCUPADA,0.0
2026-06-12,23:18:51,Mesa 13,OCUPADA,0.0
2026-06-12,23:18:59,Mesa 11,SIGUE OCUPADA,15.0
2026-06-12,23:19:00,Mesa 2,SIGUE OCUPADA,15.0
2026-06-12,23:19:00,Mesa 4,OCUPADA,0.0
2026-06-12,23:19:01,Mesa 3,SIGUE OCUPADA,15.0
