Fecha,Hora_Real,Mesa,Estado,Permanencia_Segundos
2026-06-02,19:46:08,Mesa 10,SIGUE OCUPADA,15.0
2026-06-02,19:46:08,Mesa 11,SIGUE OCUPADA,15.0
2026-06-02,19:46:08,Mesa 12,SIGUE OCUPADA,15.0
2026-06-02,19:46:09,Mesa 14,OCUPADA,0.0
2026-06-02,19:46:14,Mesa 14,LIBERADA,5.1
2026-06-02,19:46:20,Mesa 4,OCUPADA,0.0
2026-06-02,19:46:20,Mesa 12,LIBERADA,26.0
2026-06-02,19:46:24,Mesa 12,OCUPADA,0.0
2026-06-02,19:46:25,Mesa 2,SIGUE OCUPADA,30.0
2026-06-02,19:46:25,Mesa 3,SIGUE OCUPADA,30.0
2026-06-02,19:46:25,Mesa 10,SIGUE OCUPADA,30.0
2026-06-02,19:46:25,Mesa 11,SIGUE OCUPADA,30.0
2026-06-02,19:46:27,Mesa 4,LIBERADA,5.8
2026-06-02,19:46:29,Mesa 6,OCUPADA,0.0
2026-06-02,19:46:31,Mesa 13,OCUPADA,0.0
2026-06-02,19:46:32,Mesa 7,OCUPADA,0.0
2026-06-02,19:46:35,Mesa 14,OCUPADA,0.0
2026-06-02,19:46:37,Mesa 8,OCUPADA,0.0
2026-06-02,19:46:37,Mesa 4,OCUPADA,0.0
2026-06-02,19:46:37,Mesa 6,LIBERADA,7.6
2026-06-02,19:46:40,Mesa 12,SIGUE OCUPADA,15.0
2026-06-02,19:46:41,Mesa 14,LIBERADA,5.3
2026-06-02,19:46:41,Mesa 2,SIGUE OCUPADA,45.0
2026-06-02,19:46:41,Mesa 3,SIGUE OCUPADA,45.0
2026-06-02,19:46:41,Mesa 10,SIGUE OCUPADA,45.0
2026-06-02,19:46:41,Mesa 11,SIGUE OCUPADA,45.0
2026-06-02,19:46:43,Mesa 4,LIBERADA,6.0
2026-06-02,19:46:47,Mesa 13,LIBERADA,13.6
2026-06-02,19:46:47,Mesa 8,LIBERADA,9.2
2026-06-02,19:46:49,Mesa 7,SIGUE OCUPADA,15.0
2026-06-02,19:46:49,Mesa 13,OCUPADA,0.0
2026-06-02,19:46:56,Mesa 13,LIBERADA,6.3
2026-06-02,19:46:57,Mesa 12,SIGUE OCUPADA,30.0
2026-06-02,19:46:58,Mesa 2,SIGUE OCUPADA,60.0
2026-06-02,19:46:58,Mesa 3,SIGUE OCUPADA,60.0
2026-06-02,19:46:58,Mesa 10,SIGUE OCUPADA,60.0
2026-06-02,19:46:58,Mesa 11,SIGUE OCUPADA,60.0
2026-06-02,19:47:02,Mesa 4,OCUPADA,0.0
2026-06-02,19:47:04,Mesa 7,SIGUE OCUPADA,30.0
2026-06-02,19:47:08,Mesa 8,OCUPADA,0.0
2026-06-02,19:47:11,Mesa 4,LIBERADA,8.6
2026-06-02,19:47:12,Mesa 12,SIGUE OCUPADA,45.0
2026-06-02,19:47:13,Mesa 2,SIGUE OCUPADA,75.1
2026-06-02,19:47:13,Mesa 3,SIGUE OCUPADA,75.1
2026-06-02,19:47:13,Mesa 10,SIGUE OCUPADA,75.1
2026-06-02,19:47:13,Mesa 11,SIGUE OCUPADA,75.1
2026-06-02,19:47:14,Mesa 8,LIBERADA,5.4
2026-06-02,19:47:14,Mesa 12,LIBERADA,46.3
2026-06-03,22:45:30,Mesa 2,OCUPADA,0.0
2026-06-03,22:45:30,Mesa 3,OCUPADA,0.0
2026-06-03,22:45:30,Mesa 10,OCUPADA,0.0
2026-06-03,22:45:30,Mesa 11,OCUPADA,0.0
2026-06-03,22:45:30,Mesa 12,OCUPADA,0.0
2026-06-03,22:45:30,Mesa 4,OCUPADA,0.0
2026-06-03,22:45:30,Mesa 15,OCUPADA,0.0
2026-06-03,22:48:57,Mesa 2,OCUPADA,0.0
2026-06-03,22:48:57,Mesa 3,OCUPADA,0.0
2026-06-03,22:48:57,Mesa 10,OCUPADA,0.0
2026-06-03,22:48:57,Mesa 11,OCUPADA,0.0
2026-06-03,22:48:57,Mesa 12,OCUPADA,0.0
2026-06-03,22:48:57,Mesa 4,OCUPADA,0.0
2026-06-03,22:48:57,Mesa 15,OCUPADA,0.0
2026-06-03,22:59:52,Mesa 2,OCUPADA,0.0
2026-06-03,22:59:52,Mesa 3,OCUPADA,0.0
2026-06-03,22:59:52,Mesa 10,OCUPADA,0.0
2026-06-03,22:59:52,Mesa 11,OCUPADA,0.0
2026-06-03,22:59:52,Mesa 12,OCUPADA,0.0
2026-06-03,22:59:52,Mesa 4,OCUPADA,0.0
2026-06-03,22:59:52,Mesa 15,OCUPADA,0.0
2026-06-03,23:03:31,Mesa 2,OCUPADA,0.0
2026-06-03,23:03:31,Mesa 3,OCUPADA,0.0
2026-06-03,23:03:31,Mesa 10,OCUPADA,0.0
2026-06-03,23:03:31,Mesa 11,OCUPADA,0.0
2026-06-03,23:03:31,Mesa 12,OCUPADA,0.0
2026-06-03,23:03:31,Mesa 4,OCUPADA,0.0
2026-06-03,23:03:31,Mesa 15,OCUPADA,0.0
2026-06-03,23:03:36,Mesa 4,LIBERADA,5.2
2026-06-03,23:03:37,Mesa 15,LIBERADA,5.3
2026-06-03,23:03:46,Mesa 2,SIGUE OCUPADA,15.0
2026-06-03,23:03:46,Mesa 3,SIGUE OCUPADA,15.0
2026-06-03,23:03:46,Mesa 10,SIGUE OCUPADA,15.0
2026-06-03,23:03:46,Mesa 11,SIGUE OCUPADA,15.0
2026-06-03,23:03:46,Mesa 12,SIGUE OCUPADA,15.0
2026-06-03,23:03:47,Mesa 14,OCUPADA,0.0
2026-06-03,23:03:52,Mesa 14,LIBERADA,5.1
2026-06-03,23:03:58,Mesa 4,OCUPADA,0.0
2026-06-03,23:03:58,Mesa 12,LIBERADA,26.0
2026-06-03,23:04:01,Mesa 12,OCUPADA,0.0
2026-06-03,23:04:02,Mesa 2,SIGUE OCUPADA,30.0
2026-06-03,23:04:02,Mesa 3,SIGUE OCUPADA,30.0
2026-06-03,23:04:02,Mesa 10,SIGUE OCUPADA,30.0
2026-06-03,23:04:02,Mesa 11,SIGUE OCUPADA,30.0
2026-06-03,23:04:04,Mesa 4,LIBERADA,5.8
2026-06-03,23:04:06,Mesa 6,OCUPADA,0.0
2026-06-03,23:04:08,Mesa 13,OCUPADA,0.0
2026-06-03,23:04:09,Mesa 7,OCUPADA,0.0
2026-06-03,23:04:12,Mesa 14,OCUPADA,0.0
2026-06-03,23:04:14,Mesa 8,OCUPADA,0.0
2026-06-03,23:04:14,Mesa 4,OCUPADA,0.0
2026-06-03,23:04:14,Mesa 6,LIBERADA,7.6
2026-06-03,23:04:17,Mesa 12,SIGUE OCUPADA,15.0
2026-06-03,23:04:18,Mesa 14,LIBERADA,5.3
2026-06-03,23:04:18,Mesa 2,SIGUE OCUPADA,45.0
2026-06-03,23:04:18,Mesa 3,SIGUE OCUPADA,45.0
2026-06-03,23:04:18,Mesa 10,SIGUE OCUPADA,45.0
2026-06-03,23:04:18,Mesa 11,SIGUE OCUPADA,45.0
2026-06-03,23:04:20,Mesa 4,LIBERADA,6.0
2026-06-03,23:04:23,Mesa 13,LIBERADA,13.6
2026-06-03,23:04:24,Mesa 8,LIBERADA,9.2
2026-06-03,23:04:25,Mesa 7,SIGUE OCUPADA,15.0
2026-06-03,23:04:26,Mesa 13,OCUPADA,0.0
2026-06-03,23:04:33,Mesa 13,LIBERADA,6.3
2026-06-03,23:04:34,Mesa 12,SIGUE OCUPADA,30.0
2026-06-03,23:04:35,Mesa 2,SIGUE OCUPADA,60.0
2026-06-03,23:04:35,Mesa 3,SIGUE OCUPADA,60.0
2026-06-03,23:04:35,Mesa 10,SIGUE OCUPADA,60.0
2026-06-03,23:04:35,Mesa 11,SIGUE OCUPADA,60.0
2026-06-03,23:04:39,Mesa 4,OCUPADA,0.0
2026-06-03,23:04:42,Mesa 7,SIGUE OCUPADA,30.0
2026-06-03,23:04:46,Mesa 8,OCUPADA,0.0
2026-06-03,23:04:49,Mesa 4,LIBERADA,8.6
2026-06-03,23:04:50,Mesa 12,SIGUE OCUPADA,45.0
2026-06-03,23:04:51,Mesa 2,SIGUE OCUPADA,75.1
2026-06-03,23:04:51,Mesa 3,SIGUE OCUPADA,75.1
2026-06-03,23:04:51,Mesa 10,SIGUE OCUPADA,75.1
2026-06-03,23:04:51,Mesa 11,SIGUE OCUPADA,75.1
2026-06-03,23:04:52,Mesa 8,LIBERADA,5.4
2026-06-03,23:04:52,Mesa 12,LIBERADA,46.3
2026-06-06,14:10:43,Mesa 2,OCUPADA,0.0
2026-06-06,14:10:43,Mesa 3,OCUPADA,0.0
2026-06-06,14:10:43,Mesa 10,OCUPADA,0.0
2026-06-06,14:10:43,Mesa 11,OCUPADA,0.0
2026-06-06,14:10:43,Mesa 12,OCUPADA,0.0
2026-06-06,14:10:43,Mesa 4,OCUPADA,0.0
2026-06-06,14:10:43,Mesa 15,OCUPADA,0.0
2026-06-06,14:10:49,Mesa 4,LIBERADA,5.2
2026-06-06,14:10:49,Mesa 15,LIBERADA,5.3
2026-06-06,14:11:00,Mesa 2,SIGUE OCUPADA,15.0
2026-06-06,14:11:00,Mesa 3,SIGUE OCUPADA,15.0
2026-06-06,14:11:00,Mesa 10,SIGUE OCUPADA,15.0
2026-06-06,14:11:00,Mesa 11,SIGUE OCUPADA,15.0
2026-06-06,14:11:00,Mesa 12,SIGUE OCUPADA,15.0
2026-06-06,14:11:01,Mesa 14,OCUPADA,0.0
2026-06-06,14:11:07,Mesa 14,LIBERADA,5.1
2026-06-06,14:11:13,Mesa 4,OCUPADA,0.0
2026-06-06,14:11:13,Mesa 12,LIBERADA,26.0
2026-06-06,14:11:17,Mesa 12,OCUPADA,0.0
2026-06-06,14:11:18,Mesa 2,SIGUE OCUPADA,30.0
2026-06-06,14:11:18,Mesa 3,SIGUE OCUPADA,30.0
2026-06-06,14:11:18,Mesa 10,SIGUE OCUPADA,30.0
2026-06-06,14:11:18,Mesa 11,SIGUE OCUPADA,30.0
2026-06-06,14:11:20,Mesa 4,LIBERADA,5.8
2026-06-06,14:11:22,Mesa 6,OCUPADA,0.0
2026-06-06,14:11:25,Mesa 13,OCUPADA,0.0
2026-06-06,14:11:26,Mesa 7,OCUPADA,0.0
2026-06-06,14:11:29,Mesa 14,OCUPADA,0.0
2026-06-06,14:11:31,Mesa 8,OCUPADA,0.0
2026-06-06,14:11:31,Mesa 4,OCUPADA,0.0
2026-06-06,14:11:31,Mesa 6,LIBERADA,7.6
2026-06-06,14:11:35,Mesa 12,SIGUE OCUPADA,15.0
2026-06-06,14:11:35,Mesa 14,LIBERADA,5.3
2026-06-06,14:11:36,Mesa 2,SIGUE OCUPADA,45.0
2026-06-06,14:11:36,Mesa 3,SIGUE OCUPADA,45.0
2026-06-06,14:11:36,Mesa 10,SIGUE OCUPADA,45.0
2026-06-06,14:11:36,Mesa 11,SIGUE OCUPADA,45.0
2026-06-06,14:11:38,Mesa 4,LIBERADA,6.0
2026-06-06,14:11:42,Mesa 13,LIBERADA,13.6
2026-06-06,14:11:42,Mesa 8,LIBERADA,9.2
2026-06-06,14:11:44,Mesa 7,SIGUE OCUPADA,15.0
2026-06-06,14:11:45,Mesa 13,OCUPADA,0.0
2026-06-06,14:11:52,Mesa 13,LIBERADA,6.3
2026-06-06,14:11:53,Mesa 12,SIGUE OCUPADA,30.0
2026-06-06,14:11:54,Mesa 2,SIGUE OCUPADA,60.0
2026-06-06,14:11:54,Mesa 3,SIGUE OCUPADA,60.0
2026-06-06,14:11:54,Mesa 10,SIGUE OCUPADA,60.0
2026-06-06,14:11:54,Mesa 11,SIGUE OCUPADA,60.0
2026-06-06,14:11:59,Mesa 4,OCUPADA,0.0
2026-06-06,14:12:02,Mesa 7,SIGUE OCUPADA,30.0
2026-06-06,14:12:06,Mesa 8,OCUPADA,0.0
2026-06-06,14:12:09,Mesa 4,LIBERADA,8.6
2026-06-06,14:12:11,Mesa 12,SIGUE OCUPADA,45.0
2026-06-06,14:12:12,Mesa 2,SIGUE OCUPADA,75.1
2026-06-06,14:12:12,Mesa 3,SIGUE OCUPADA,75.1
2026-06-06,14:12:12,Mesa 10,SIGUE OCUPADA,75.1
2026-06-06,14:12:12,Mesa 11,SIGUE OCUPADA,75.1
2026-06-06,14:12:12,Mesa 8,LIBERADA,5.4
2026-06-06,14:12:12,Mesa 12,LIBERADA,46.3
2026-06-10,21:57:23,Mesa 2,OCUPADA,0.0
2026-06-10,21:57:23,Mesa 3,OCUPADA,0.0
2026-06-10,21:57:23,Mesa 10,OCUPADA,0.0
2026-06-10,21:57:23,Mesa 11,OCUPADA,0.0
2026-06-10,21:57:33,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,21:57:33,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,21:57:33,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,21:57:33,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,21:57:47,Mesa 2,SIGUE OCUPADA,30.0
2026-06-10,21:57:47,Mesa 3,SIGUE OCUPADA,30.0
2026-06-10,21:57:47,Mesa 10,SIGUE OCUPADA,30.0
2026-06-10,21:57:47,Mesa 11,SIGUE OCUPADA,30.0
2026-06-10,21:57:58,Mesa 7,OCUPADA,0.0
2026-06-10,21:58:01,Mesa 2,SIGUE OCUPADA,45.0
2026-06-10,21:58:01,Mesa 3,SIGUE OCUPADA,45.0
2026-06-10,21:58:01,Mesa 10,SIGUE OCUPADA,45.0
2026-06-10,21:58:01,Mesa 11,SIGUE OCUPADA,45.0
2026-06-10,21:58:08,Mesa 7,SIGUE OCUPADA,15.0
2026-06-10,21:58:15,Mesa 2,SIGUE OCUPADA,60.0
2026-06-10,21:58:15,Mesa 3,SIGUE OCUPADA,60.0
2026-06-10,21:58:15,Mesa 10,SIGUE OCUPADA,60.0
2026-06-10,21:58:15,Mesa 11,SIGUE OCUPADA,60.0
2026-06-10,21:58:23,Mesa 7,SIGUE OCUPADA,30.0
2026-06-10,21:58:31,Mesa 2,SIGUE OCUPADA,75.1
2026-06-10,21:58:31,Mesa 3,SIGUE OCUPADA,75.1
2026-06-10,21:58:31,Mesa 10,SIGUE OCUPADA,75.1
2026-06-10,21:58:31,Mesa 11,SIGUE OCUPADA,75.1
2026-06-10,22:02:36,Mesa 2,OCUPADA,0.0
2026-06-10,22:02:36,Mesa 3,OCUPADA,0.0
2026-06-10,22:02:36,Mesa 10,OCUPADA,0.0
2026-06-10,22:02:36,Mesa 11,OCUPADA,0.0
2026-06-10,22:02:47,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:02:47,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:02:47,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:02:47,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:07:58,Mesa 2,OCUPADA,0.0
2026-06-10,22:07:58,Mesa 3,OCUPADA,0.0
2026-06-10,22:07:58,Mesa 10,OCUPADA,0.0
2026-06-10,22:07:58,Mesa 11,OCUPADA,0.0
2026-06-10,22:08:08,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:08:08,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:08:08,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:08:08,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:08:25,Mesa 2,OCUPADA,0.0
2026-06-10,22:08:26,Mesa 3,OCUPADA,0.0
2026-06-10,22:08:34,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:08:35,Mesa 11,OCUPADA,0.0
2026-06-10,22:08:35,Mesa 3,SIGUE OCUPADA,15.2
2026-06-10,22:08:40,Mesa 10,OCUPADA,0.0
2026-06-10,22:08:43,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:08:45,Mesa 2,SIGUE OCUPADA,30.0
2026-06-10,22:08:47,Mesa 3,SIGUE OCUPADA,30.2
2026-06-10,22:08:48,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:08:55,Mesa 11,SIGUE OCUPADA,30.0
2026-06-10,22:08:58,Mesa 2,SIGUE OCUPADA,45.8
2026-06-10,22:08:58,Mesa 7,OCUPADA,0.0
2026-06-10,22:08:58,Mesa 3,SIGUE OCUPADA,45.2
2026-06-10,22:09:00,Mesa 10,SIGUE OCUPADA,30.0
2026-06-10,22:09:06,Mesa 11,SIGUE OCUPADA,45.0
2026-06-10,22:09:07,Mesa 7,SIGUE OCUPADA,15.0
2026-06-10,22:09:10,Mesa 3,SIGUE OCUPADA,60.3
2026-06-10,22:09:10,Mesa 2,SIGUE OCUPADA,62.0
2026-06-10,22:09:11,Mesa 10,SIGUE OCUPADA,45.0
2026-06-10,22:09:18,Mesa 11,SIGUE OCUPADA,60.1
2026-06-10,22:09:54,Mesa 2,OCUPADA,0.0
2026-06-10,22:09:54,Mesa 3,OCUPADA,0.0
2026-06-10,22:09:54,Mesa 10,OCUPADA,0.0
2026-06-10,22:09:54,Mesa 11,OCUPADA,0.0
2026-06-10,22:10:04,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:10:04,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:10:04,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:10:04,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:10:18,Mesa 2,SIGUE OCUPADA,30.0
2026-06-10,22:10:18,Mesa 3,SIGUE OCUPADA,30.0
2026-06-10,22:10:18,Mesa 10,SIGUE OCUPADA,30.0
2026-06-10,22:10:18,Mesa 11,SIGUE OCUPADA,30.0
2026-06-10,22:10:28,Mesa 7,OCUPADA,0.0
2026-06-10,22:10:32,Mesa 2,SIGUE OCUPADA,45.0
2026-06-10,22:10:32,Mesa 3,SIGUE OCUPADA,45.0
2026-06-10,22:10:32,Mesa 10,SIGUE OCUPADA,45.0
2026-06-10,22:10:32,Mesa 11,SIGUE OCUPADA,45.0
2026-06-10,22:10:39,Mesa 7,SIGUE OCUPADA,15.0
2026-06-10,22:10:43,Mesa 12,OCUPADA,0.0
2026-06-10,22:10:46,Mesa 2,SIGUE OCUPADA,60.0
2026-06-10,22:10:46,Mesa 3,SIGUE OCUPADA,60.0
2026-06-10,22:10:46,Mesa 10,SIGUE OCUPADA,60.0
2026-06-10,22:10:46,Mesa 11,SIGUE OCUPADA,60.0
2026-06-10,22:10:53,Mesa 7,SIGUE OCUPADA,30.0
2026-06-10,22:10:53,Mesa 12,SIGUE OCUPADA,15.3
2026-06-10,22:11:00,Mesa 2,SIGUE OCUPADA,75.1
2026-06-10,22:11:00,Mesa 3,SIGUE OCUPADA,75.1
2026-06-10,22:11:00,Mesa 10,SIGUE OCUPADA,75.1
2026-06-10,22:11:00,Mesa 11,SIGUE OCUPADA,75.1
2026-06-10,22:12:25,Mesa 2,OCUPADA,0.0
2026-06-10,22:12:25,Mesa 3,OCUPADA,0.0
2026-06-10,22:12:25,Mesa 10,OCUPADA,0.0
2026-06-10,22:12:25,Mesa 11,OCUPADA,0.0
2026-06-10,22:12:35,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:12:35,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:12:35,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:12:35,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:12:49,Mesa 2,SIGUE OCUPADA,30.0
2026-06-10,22:12:49,Mesa 3,SIGUE OCUPADA,30.0
2026-06-10,22:12:49,Mesa 10,SIGUE OCUPADA,30.0
2026-06-10,22:12:49,Mesa 11,SIGUE OCUPADA,30.0
2026-06-10,22:13:00,Mesa 7,OCUPADA,0.0
2026-06-10,22:13:03,Mesa 2,SIGUE OCUPADA,45.0
2026-06-10,22:13:03,Mesa 3,SIGUE OCUPADA,45.0
2026-06-10,22:13:03,Mesa 10,SIGUE OCUPADA,45.0
2026-06-10,22:13:03,Mesa 11,SIGUE OCUPADA,45.0
2026-06-10,22:13:10,Mesa 7,SIGUE OCUPADA,15.0
2026-06-10,22:13:14,Mesa 12,OCUPADA,0.0
2026-06-10,22:13:17,Mesa 2,SIGUE OCUPADA,60.0
2026-06-10,22:13:17,Mesa 3,SIGUE OCUPADA,60.0
2026-06-10,22:13:17,Mesa 10,SIGUE OCUPADA,60.0
2026-06-10,22:13:17,Mesa 11,SIGUE OCUPADA,60.0
2026-06-10,22:13:24,Mesa 7,SIGUE OCUPADA,30.0
2026-06-10,22:13:25,Mesa 12,SIGUE OCUPADA,15.3
2026-06-10,22:13:32,Mesa 2,SIGUE OCUPADA,75.1
2026-06-10,22:13:32,Mesa 3,SIGUE OCUPADA,75.1
2026-06-10,22:13:32,Mesa 10,SIGUE OCUPADA,75.1
2026-06-10,22:13:32,Mesa 11,SIGUE OCUPADA,75.1
2026-06-10,22:32:27,Mesa 2,OCUPADA,0.0
2026-06-10,22:32:27,Mesa 3,OCUPADA,0.0
2026-06-10,22:32:27,Mesa 11,OCUPADA,0.0
2026-06-10,22:32:27,Mesa 10,OCUPADA,0.0
2026-06-10,22:32:30,Mesa 12,OCUPADA,0.0
2026-06-10,22:32:33,Mesa 13,OCUPADA,0.0
2026-06-10,22:32:40,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:32:40,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:32:40,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:32:40,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:32:44,Mesa 12,SIGUE OCUPADA,15.3
2026-06-10,22:32:46,Mesa 13,SIGUE OCUPADA,15.0
2026-06-10,22:32:58,Mesa 2,SIGUE OCUPADA,30.0
2026-06-10,22:32:58,Mesa 3,SIGUE OCUPADA,30.0
2026-06-10,22:32:58,Mesa 11,SIGUE OCUPADA,30.0
2026-06-10,22:32:58,Mesa 10,SIGUE OCUPADA,30.0
2026-06-10,22:33:02,Mesa 12,SIGUE OCUPADA,30.3
2026-06-10,22:33:04,Mesa 13,SIGUE OCUPADA,30.0
2026-06-10,22:33:12,Mesa 7,OCUPADA,0.0
2026-06-10,22:33:16,Mesa 2,SIGUE OCUPADA,45.0
2026-06-10,22:33:16,Mesa 3,SIGUE OCUPADA,45.0
2026-06-10,22:33:16,Mesa 11,SIGUE OCUPADA,45.0
2026-06-10,22:33:17,Mesa 10,SIGUE OCUPADA,45.0
2026-06-10,22:33:21,Mesa 12,SIGUE OCUPADA,45.3
2026-06-10,22:33:23,Mesa 13,SIGUE OCUPADA,45.2
2026-06-10,22:33:25,Mesa 7,SIGUE OCUPADA,15.0
2026-06-10,22:33:27,Mesa 4,OCUPADA,0.0
2026-06-10,22:33:35,Mesa 2,SIGUE OCUPADA,60.0
2026-06-10,22:33:35,Mesa 3,SIGUE OCUPADA,60.0
2026-06-10,22:33:35,Mesa 11,SIGUE OCUPADA,60.0
2026-06-10,22:33:35,Mesa 10,SIGUE OCUPADA,60.0
2026-06-10,22:33:39,Mesa 12,SIGUE OCUPADA,60.3
2026-06-10,22:33:42,Mesa 4,SIGUE OCUPADA,16.0
2026-06-10,22:33:43,Mesa 13,SIGUE OCUPADA,61.2
2026-06-10,22:33:44,Mesa 7,SIGUE OCUPADA,30.0
2026-06-10,22:33:54,Mesa 2,SIGUE OCUPADA,75.1
2026-06-10,22:33:54,Mesa 3,SIGUE OCUPADA,75.1
2026-06-10,22:33:54,Mesa 11,SIGUE OCUPADA,75.1
2026-06-10,22:33:54,Mesa 10,SIGUE OCUPADA,75.0
2026-06-10,22:41:33,Mesa 2,OCUPADA,0.0
2026-06-10,22:41:33,Mesa 3,OCUPADA,0.0
2026-06-10,22:41:33,Mesa 11,OCUPADA,0.0
2026-06-10,22:41:34,Mesa 10,OCUPADA,0.0
2026-06-10,22:41:37,Mesa 12,OCUPADA,0.0
2026-06-10,22:41:39,Mesa 13,OCUPADA,0.0
2026-06-10,22:41:46,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:41:46,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:41:46,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:41:47,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:41:50,Mesa 12,SIGUE OCUPADA,15.3
2026-06-10,22:41:52,Mesa 13,SIGUE OCUPADA,15.0
2026-06-10,22:42:04,Mesa 2,SIGUE OCUPADA,30.0
2026-06-10,22:42:04,Mesa 3,SIGUE OCUPADA,30.0
2026-06-10,22:42:04,Mesa 11,SIGUE OCUPADA,30.0
2026-06-10,22:42:05,Mesa 10,SIGUE OCUPADA,30.0
2026-06-10,22:42:09,Mesa 12,SIGUE OCUPADA,30.3
2026-06-10,22:42:11,Mesa 13,SIGUE OCUPADA,30.0
2026-06-10,22:42:18,Mesa 7,OCUPADA,0.0
2026-06-10,22:42:22,Mesa 2,SIGUE OCUPADA,45.0
2026-06-10,22:42:22,Mesa 3,SIGUE OCUPADA,45.0
2026-06-10,22:42:22,Mesa 11,SIGUE OCUPADA,45.0
2026-06-10,22:42:23,Mesa 10,SIGUE OCUPADA,45.0
2026-06-10,22:42:26,Mesa 12,SIGUE OCUPADA,45.3
2026-06-10,22:42:29,Mesa 13,SIGUE OCUPADA,45.2
2026-06-10,22:42:31,Mesa 7,SIGUE OCUPADA,15.0
2026-06-10,22:42:33,Mesa 4,OCUPADA,0.0
2026-06-10,22:42:40,Mesa 2,SIGUE OCUPADA,60.0
2026-06-10,22:42:40,Mesa 3,SIGUE OCUPADA,60.0
2026-06-10,22:42:40,Mesa 11,SIGUE OCUPADA,60.0
2026-06-10,22:42:41,Mesa 10,SIGUE OCUPADA,60.0
2026-06-10,22:42:45,Mesa 12,SIGUE OCUPADA,60.3
2026-06-10,22:42:48,Mesa 4,SIGUE OCUPADA,16.0
2026-06-10,22:42:48,Mesa 13,SIGUE OCUPADA,61.2
2026-06-10,22:42:49,Mesa 7,SIGUE OCUPADA,30.0
2026-06-10,22:42:59,Mesa 2,SIGUE OCUPADA,75.1
2026-06-10,22:42:59,Mesa 3,SIGUE OCUPADA,75.1
2026-06-10,22:42:59,Mesa 11,SIGUE OCUPADA,75.1
2026-06-10,22:42:59,Mesa 10,SIGUE OCUPADA,75.0
2026-06-10,22:43:16,Mesa 2,OCUPADA,0.0
2026-06-10,22:43:16,Mesa 3,OCUPADA,0.0
2026-06-10,22:43:16,Mesa 11,OCUPADA,0.0
2026-06-10,22:43:17,Mesa 10,OCUPADA,0.0
2026-06-10,22:43:20,Mesa 12,OCUPADA,0.0
2026-06-10,22:43:22,Mesa 13,OCUPADA,0.0
2026-06-10,22:43:29,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:43:29,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:43:29,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:43:30,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:44:56,Mesa 2,OCUPADA,0.0
2026-06-10,22:44:56,Mesa 3,OCUPADA,0.0
2026-06-10,22:44:56,Mesa 11,OCUPADA,0.0
2026-06-10,22:44:56,Mesa 10,OCUPADA,0.0
2026-06-10,22:45:00,Mesa 12,OCUPADA,0.0
2026-06-10,22:45:02,Mesa 13,OCUPADA,0.0
2026-06-10,22:45:09,Mesa 2,SIGUE OCUPADA,15.0
2026-06-10,22:45:09,Mesa 3,SIGUE OCUPADA,15.0
2026-06-10,22:45:09,Mesa 11,SIGUE OCUPADA,15.0
2026-06-10,22:45:09,Mesa 10,SIGUE OCUPADA,15.0
2026-06-10,22:45:13,Mesa 12,SIGUE OCUPADA,15.3
2026-06-10,22:45:15,Mesa 13,SIGUE OCUPADA,15.0
2026-06-10,22:45:27,Mesa 2,SIGUE OCUPADA,30.0
2026-06-10,22:45:27,Mesa 3,SIGUE OCUPADA,30.0
